ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,GSR_AD_OBS_C1M,GSR_AD_OBS_C1Y,GSR_AD_OBS_C3Y,GSR_AD_ACT_C1M,GSR_AD_ACT_C1Y,GSR_AD_ACT_C3Y,GSR_AD_ADJ_C1M,GSR_AD_ADJ_C1Y,GSR_AD_ADJ_C3Y,GSR_AD_EXP_C1M,GSR_AD_EXP_C1Y,GSR_AD_EXP_C3Y,GSR_AD_N_C1M,GSR_AD_N_C1Y,GSR_AD_N_C3Y,GSR_P0_OBS_C1M,GSR_P0_OBS_C1Y,GSR_P0_OBS_C3Y,GSR_P0_ACT_C1M,GSR_P0_ACT_C1Y,GSR_P0_ADJ_C1M,GSR_P0_ADJ_C1Y,GSR_P0_ADJ_C3Y,GSR_P0_EXP_C1M,GSR_P0_EXP_C1Y,GSR_P0_EXP_C3Y,GSR_P0_N_C1M,GSR_P0_N_C1Y,YEAR,MONTH
Lucile Salter Packard Children's Hospital at Stanford (CAPC),CAPC,TX1,2021-01-04 18:00:00,LI,0,0,0,100,100,100,97.5985353852624,93.8811170265632,85.8676923288241,0.0486256220759517,0.0945163930978237,0.304733734135591,2,2,2,3,4,7,95.774647887324,94.1513487705897,95.1990710289652,91.6136477485746,89.076287758415,3.36545455091423,5.76671287135649,9.71861409350097,71,71,2020,11
California Pacific Medical Center (CAPM),CAPM,TX1,2021-01-04 18:00:00,LI,4,11,16,97.037037037037,91.1941456114898,89.3333333333333,96.0343595166842,90.0963036559045,83.8999726682058,5.45132953059789,12.4419855898372,25.0473791488027,135,135,150,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11
University of California San Diego Medical Center (CASD),CASD,TX1,2021-01-04 18:00:00,LI,2,5,13,98.0392156862745,93.699774991964,83.1168831168831,97.2055795940999,92.939719516711,84.1631317371203,2.83017600240572,6.66415841620999,11.8306123440651,102,102,77,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11
University of California San Francisco Medical Center (CASF),CASF,TX1,2021-01-04 18:00:00,LI,13,20,49,96.5425531914894,94.4967469100679,87.6531942624079,96.7353902990662,91.7945908888022,84.6130755631612,12.1571005190955,28.5728628089256,62.4774121217817,376,376,398,0,0,0,100,100,95.759084714488,92.6032297914958,0,0.0433346829034343,0.0768461659863763,0,1,1,2020,11
Stanford Health Care (CASU),CASU,TX1,2021-01-04 18:00:00,LI,11,17,22,94.0860215053763,90.4087787008345,83.5252309879176,96.2343279474749,90.6315929091158,83.6519053910311,6.65380126871071,15.5858824802862,21.4653479604682,186,186,134,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11
St. Vincent Medical Center (CASV),CASV,TX1,2021-01-04 18:00:00,LI,1,1,0,92.3076923076923,92.3076923076923,0,95.7989685525858,89.5309111102267,0,0.536611992060222,1.19881262731582,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11
University of California at Los Angeles Medical Center (CAUC),CAUC,TX1,2021-01-04 18:00:00,LI,13,30,54,96.1988304093567,90.3427843389134,81.8888558004103,95.9000002374841,89.7645839603067,81.4905516784034,14.0683631100297,32.609954234999,53.7815200361481,342,342,299,2,2,1,93.75,93.75,95.0777750343535,91.4564325532684,88.5065360511809,1.54806790260656,2.61538705970447,3.30929345913398,32,32,2020,11
Keck Hospital of USC (CAUH),CAUH,TX1,2021-01-04 18:00:00,LI,7,19,37,97.1311475409836,91.2015216387097,84.5833333333333,95.9628842065497,89.9329791827495,82.5193994468604,9.82433015904388,22.7457264462369,41.8576216661881,244,244,240,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11
Children's Hospital Colorado (COCH),COCH,TX1,2021-01-04 18:00:00,LI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,97.1428571428571,97.1428571428571,95.725439104709,92.2733106302037,88.7607329667161,1.52487088148907,2.63117539239605,4.15398585179719,35,35,2020,11
Centura Porter Adventist Hospital (COPM),COPM,TX1,2021-01-04 18:00:00,LI,1,2,7,93.3333333333333,86.6666666666667,75.8620689655173,96.7990981523929,91.986549696111,86.8732313862326,0.490738989503419,1.180214637151,3.49908144325962,15,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11
Presbyterian/St Luke's Medical Center (COSL),COSL,TX1,2021-01-04 18:00:00,LI,1,1,3,96.2962962962963,96.2962962962963,82.3529411764706,97.1455602410065,92.763761889725,87.6728254996329,0.756046394230799,1.78880799292542,2.12155121803144,27,27,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11
University of Colorado Hospital/Health Science Center (COUC),COUC,TX1,2021-01-04 18:00:00,LI,10,20,30,96.2264150943396,92.3310977495202,85.2941176470588,97.4503250433996,93.5549644959326,85.9201400752477,6.74935577434159,15.6767520313697,27.8529433294792,265,265,204,0,0,0,100,100,95.1423426117335,91.5612593582585,0,0.0997997539795521,0.176976683475498,0,2,2,2020,11
Hartford Hospital (CTHH),CTHH,TX1,2021-01-04 18:00:00,LI,7,10,9,88.8888888888889,83.5840746555032,81.6326530612245,96.8204883340362,92.0231538730443,85.7978483591288,1.7696108403054,4.15091070715553,6.37023682924522,63,63,49,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11
Yale New Haven Hospital (CTYN),CTYN,TX1,2021-01-04 18:00:00,LI,1,3,4,98.3050847457627,94.5683417583507,92.7272727272727,97.0835463451758,92.6484709868843,86.401448663256,1.7088638927231,4.06513407034647,7.7811468187968,59,59,55,0,0,3,100,100,96.1785819729869,93.0325194133412,90.7371139850026,0.506548652934858,0.873092770172534,1.7746607134903,13,13,2020,11
Georgetown University Medical Center (DCGU),DCGU,TX1,2021-01-04 18:00:00,LI,5,9,21,97.4358974358974,95.1408298912159,86.2096904877654,96.7127710951145,91.7274309381862,84.6335910497483,6.48454185568521,15.3975563595137,23.9526299237377,195,195,153,4,5,4,90.9090909090909,88.0681818181818,95.0423257221497,91.2921560517958,89.6080560185002,2.08905170114811,3.47386105063973,6.75140712173766,44,44,2020,11
Alfred I DuPont Hospital for Children (DEAI),DEAI,TX1,2021-01-04 18:00:00,LI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,81.8181818181818,81.8181818181818,94.6289936781127,90.5960042981822,91.6930759566405,0.574806907911997,0.913477209530379,1.10851796391672,11,11,2020,11
Broward Health Medical Center (FLBC),FLBC,TX1,2021-01-04 18:00:00,LI,4,5,4,87.0967741935484,83.4677419354839,88.5714285714286,96.816166379387,92.0370836219109,87.0790831225578,0.860370913817582,2.09137736433292,4.41641940873403,31,31,35,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11
Cleveland Clinic Florida Weston (FLCC),FLCC,TX1,2021-01-04 18:00:00,LI,11,18,19,91.6030534351145,85.4973208471318,81.5533980582524,96.6934276578275,91.6806568903607,83.4919850424209,4.16008216256774,9.68878647054029,16.6473499396353,131,131,103,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11
Florida Hospital Medical Center (FLFH),FLFH,TX1,2021-01-04 18:00:00,LI,7,17,12,95.3020134228188,87.6811884222153,91.7564625332299,97.1630516931534,92.8192781099014,86.2255469004768,4.20793188563602,9.80812227727315,21.5706526865717,149,149,148,0,1,0,100,85.7142857142857,95.5322788653205,92.2262316757694,0,0.320590310977236,0.534348567042081,0,7,7,2020,11
Jackson Memorial Hospital University of Miami School of Medicine (FLJM),FLJM,TX1,2021-01-04 18:00:00,LI,4,11,33,98.0952380952381,94.3336177208962,84.4519793659074,96.8443127428241,92.0322545528162,85.0793882953165,6.68876071986047,15.6976543080531,31.7623652456072,210,210,213,5,6,6,89.7959183673469,87.7551020408163,95.554332183466,92.2679152312798,88.5065360511809,2.10451432588149,3.39710341265614,4.99846593145782,49,49,2020,11
Largo Medical Center (FLLM),FLLM,TX1,2021-01-04 18:00:00,LI,2,3,1,93.75,90.625,66.6666666666667,96.5994866917563,91.4674764475373,84.5531100557744,1.05551175278558,2.2696180956656,0.375684309696096,32,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11
Mayo Clinic Florida (FLSL),FLSL,TX1,2021-01-04 18:00:00,LI,7,19,45,98.050139275766,94.0804553221158,87.3386768421453,96.6327931712519,91.5296877693255,84.3323322686008,12.1906467156504,29.0809280042646,56.7946418241835,359,359,357,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11
Tampa General Hospital (FLTG),FLTG,TX1,2021-01-04 18:00:00,LI,6,10,22,97.5510204081633,95.6130007558579,86.3699565114362,97.1682517388207,92.8376920017957,86.0297189114271,6.95018234585424,15.8815631763472,22.1131205181486,245,245,162,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11
UF Health Shands Hospital (FLUF),FLUF,TX1,2021-01-04 18:00:00,LI,5,5,14,92.4242424242424,92.4242424242424,82.618067803253,96.6666967624998,91.5954135638992,83.273755114337,2.12886239389711,4.94107174679045,13.0212275606447,66,66,81,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11
Children's Healthcare of Atlanta at Egleston (GAEH),GAEH,TX1,2021-01-04 18:00:00,LI,1,1,1,85.7142857142857,85.7142857142857,50,95.1011064450236,87.9253379616036,73.1508225503175,0.327986042050048,0.824037241100928,0.586649803069013,7,7,2,1,1,8,98.4848484848485,98.4848484848485,95.6016317227477,92.2939027614888,88.5065360511809,2.95194649109812,5.07330220367439,7.64171082082321,66,66,2020,11
Emory University Hospital (GAEM),GAEM,TX1,2021-01-04 18:00:00,LI,7,15,40,97.6588628762542,94.9204951166397,86.9979419733029,96.8835858413871,92.1408846674706,84.9032004659333,9.28384148408326,21.7867189765583,46.6490110982669,299,299,308,0,0,0,100,100,94.9385267917939,91.2007399970876,0,0.0519405902404862,0.090801534106824,0,1,1,2020,11
Piedmont Hospital (GAPH),GAPH,TX1,2021-01-04 18:00:00,LI,15,28,39,94.8630136986301,89.7083082452659,84.0715296019398,96.8886101693166,92.1658886765877,85.5707672477847,8.99613543318145,20.6544194170416,34.118079026033,292,292,245,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11
The Queen's Medical Center (HIQM),HIQM,TX1,2021-01-04 18:00:00,LI,4,5,3,88.2352941176471,85.2941176470588,91.6666666666667,97.4276883181617,93.4682089615743,88.3230599072412,0.836131248785807,1.8577797101139,4.32924145021712,34,34,36,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11
University of Iowa Hospitals and Clinics Transplant Programs (IAIV),IAIV,TX1,2021-01-04 18:00:00,LI,6,7,4,91.6666666666667,90.234375,92,97.0485286396784,92.556152052027,85.1171486190476,2.08908505771069,4.84948349515932,7.60824072557375,72,72,50,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11
Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM),ILCM,TX1,2021-01-04 18:00:00,LI,0,0,0,0,0,100,0,0,89.9232880277949,0,0,0.10621323436583,0,0,1,10,12,2,75.609756097561,69.7936210131332,94.5422261969289,90.5245362788911,89.4443165638987,2.06801792322371,3.21538536411271,4.05464351018009,41,41,2020,11
Loyola University Medical Center (ILLU),ILLU,TX1,2021-01-04 18:00:00,LI,6,9,14,95.6834532374101,93.2197592989438,87.3589378852537,96.8869139845255,92.1437827375121,85.3557021845019,4.27896939925457,9.76355654586312,16.2107430674433,139,139,111,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11
Northwestern Memorial Hospital (ILNM),ILNM,TX1,2021-01-04 18:00:00,LI,10,24,27,95.6331877729258,88.5522992603528,86.6995073891626,96.5074578556855,91.2275146865444,84.4117976933175,7.95043172087395,18.4513415853772,31.8815763513738,229,229,203,0,0,0,0,0,0,0,88.5065360511809,0,0,0.122093783015597,0,0,2020,11
Rush University Medical Center (ILPL),ILPL,TX1,2021-01-04 18:00:00,LI,2,5,9,97.0588235294118,92.4541947926712,86.5671641791045,96.5107486040443,91.2204996934724,84.0128317695409,2.35586434387418,5.41133344658566,10.7205683726664,68,68,67,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11
University of Chicago Medical Center (ILUC),ILUC,TX1,2021-01-04 18:00:00,LI,5,9,9,93.5064935064935,87.0735713232613,78.5714285714286,96.7678711238683,91.8634653241985,84.423519353658,2.48232163927648,5.49188604940379,6.11220966586756,77,77,42,1,1,1,50,50,96.3534246282126,93.6249641039479,88.5065360511809,0.0494106217013655,0.0773288828188324,1.03848815768066,2,2,2020,11
University of Illinois Medical Center (ILUI),ILUI,TX1,2021-01-04 18:00:00,LI,2,4,8,98.1818181818182,96.31066020290871,85.1851851851852,96.5997027362831,91.4648641637334,84.3269597193326,3.66291703337267,8.64010632988013,8.02002720899133,110,110,54,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11
Indiana University Health (INIM),INIM,TX1,2021-01-04 18:00:00,LI,10,22,28,96.8253968253968,92.790591355033,90.8789655618014,97.0644902254858,92.5785014076035,86.5440573427133,9.20613371121695,21.4752938176847,42.3118617247316,315,315,308,2,3,0,93.9393939393939,90.8080808080808,95.7632534495972,92.6192336922026,88.5065360511809,1.38500150225841,2.33820171599117,1.95038311934267,33,33,2020,11
University of Kansas Hospital (KSUK),KSUK,TX1,2021-01-04 18:00:00,LI,1,3,31,99.4186046511628,97.9851643945469,84.9514563106796,97.452155667397,93.5279453686247,86.5171957424147,4.39156852554849,10.701221394136,27.4303509227698,172,172,206,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11
Jewish Hospital (KYJH),KYJH,TX1,2021-01-04 18:00:00,LI,4,5,18,93.5483870967742,91.8778801843318,79.1620318872822,97.4660875233775,93.5605047658591,87.0204756363717,1.55839221251578,3.6825733815749,10.9892032030794,62,62,87,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11
University of Kentucky Medical Center (KYUK),KYUK,TX1,2021-01-04 18:00:00,LI,4,6,12,96.1904761904762,94.0366856419988,85.0567219031271,97.1104664674256,92.6989224592543,86.7343520282998,3.03988591432253,7.24681594076993,10.9336283124649,105,105,81,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11
Ochsner Foundation Hospital (LAOF),LAOF,TX1,2021-01-04 18:00:00,LI,11,31,72,97.5770925110132,92.5908087527232,84.1152823621582,96.7983665109737,91.9337794048834,85.230072841933,14.6953840855671,34.663910369946,65.6396521921108,454,454,454,0,1,3,100,80,96.2808863702666,93.5000310123114,88.5065360511809,0.189505399538131,0.301493336745139,1.45438112420382,5,5,2020,11
Tulane Medical Center (LATU),LATU,TX1,2021-01-04 18:00:00,LI,2,3,5,95.5555555555555,93.2804232804233,87.8048780487805,97.2759678930545,93.0979828599262,85.4230964087971,1.24210350550219,3.01587566160635,6.1034523263588,45,45,41,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11
Willis-Knighton Medical Center (LAWK),LAWK,TX1,2021-01-04 18:00:00,LI,0,6,3,100,84.6568404574749,85.2272727272727,96.977195859977,92.3570173066998,87.111000980973,1.3532146831935,3.16577198868282,2.7777342295976,44,44,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11
Beth Israel Deaconess Medical Center (MABI),MABI,TX1,2021-01-04 18:00:00,LI,1,4,5,98.75,94.8099556241559,92.4242424242424,97.0568217020423,92.576769027469,86.2164496072998,2.38022271426157,5.52375204621212,9.42641164750535,80,80,66,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11
Boston Children's Hospital (MACH),MACH,TX1,2021-01-04 18:00:00,LI,0,0,0,0,0,100,0,0,85.6149618152481,0,0,0.155310130552652,0,0,1,0,0,3,100,100,96.0916225936074,92.9764457906656,89.0283086672795,1.1962099159041,2.09447892109196,4.27357245678049,30,30,2020,11
Lahey Clinic Medical Center (MALC),MALC,TX1,2021-01-04 18:00:00,LI,8,18,37,96.1538461538462,90.7950959297113,82.6291079812207,96.3882648173753,90.9582474396568,84.7838197331687,7.55007874437657,17.7144426256956,31.3190869583952,208,208,213,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11
Massachusetts General Hospital (MAMG),MAMG,TX1,2021-01-04 18:00:00,LI,2,8,19,98.8165680473373,94.3848902327923,86.7474576271186,97.0193902977196,92.4676096996823,86.1864700699796,5.08663930011301,12.2255397620271,19.8283571362201,169,169,144,0,0,0,100,100,96.1051756308718,93.1975619756475,89.126141032798,0.0397270147412353,0.0531632832508267,0.922257009097959,1,1,2020,11
UMass Memorial Medical Center (MAUM),MAUM,TX1,2021-01-04 18:00:00,LI,9,18,30,94.3396226415094,87.6722289322516,80.5033321162353,96.0056271077117,90.0939449915217,84.1598651919012,6.28114088823898,14.4469198641162,23.4676888386682,159,159,155,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11
Johns Hopkins Hospital (MDJH),MDJH,TX1,2021-01-04 18:00:00,LI,8,19,37,96.7213114754098,91.8171093110319,83.7649679754943,97.2884043227953,93.1444092247715,86.1204691737623,6.64490167988229,15.3701997208955,31.3426948182405,244,244,228,1,2,2,92.3076923076923,80.7692307692308,96.0211480315199,92.8892149701671,90.794308290998,0.485069794409155,0.781374761680117,1.08180749656149,13,13,2020,11
University of Maryland Medical System (MDUM),MDUM,TX1,2021-01-04 18:00:00,LI,12,38,90,95.4716981132076,84.8556129311016,75.2594095813307,96.553701686281,91.3692104514617,83.824564487814,9.10634820361029,20.7775109220105,56.1611616577298,265,265,365,0,0,0,100,100,94.8024337790989,90.9690338933585,88.5065360511809,0.0533751042813503,0.0946510242681325,0.122093783015597,1,1,2020,11
William Beaumont Hospital (MIBH),MIBH,TX1,2021-01-04 18:00:00,LI,1,4,3,98.3606557377049,92.5119700669055,90.5844155844156,96.8687433366805,92.1273839030594,85.5343865318272,1.94853211813981,4.62215831448905,4.87825612788683,61,61,33,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11
Children's Hospital of Michigan (MICH),MICH,TX1,2021-01-04 18:00:00,LI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,95.6414771501031,92.4067907100532,88.5065360511809,0.133813131174444,0.216742662826612,1.09779141556143,3,3,2020,11
Henry Ford Hospital (MIHF),MIHF,TX1,2021-01-04 18:00:00,LI,4,18,34,98.2683982683983,91.5022720845674,85.430602006689,97.0991774976036,92.6896159385831,85.4725842776736,6.66401057686749,15.4979169106828,33.7566709627604,231,231,234,0,0,1,0,0,0,0,88.5065360511809,0,0,0.100582599570563,0,0,2020,11
University of Michigan Medical Center (MIUM),MIUM,TX1,2021-01-04 18:00:00,LI,10,20,14,94.2528735632184,87.7655140596906,89.9519807923169,97.1706857728995,92.8555692474173,86.3264378949427,4.85527056449267,10.9938854182108,19.7331530060153,174,174,140,1,2,4,96.4285714285714,92.8571428571428,95.9302400667512,92.8812762008149,88.5065360511809,1.13149966506406,1.82367800269575,3.37924143379466,28,28,2020,11
Rochester Methodist Hospital (Mayo Clinic) (MNMC),MNMC,TX1,2021-01-04 18:00:00,LI,10,20,36,95.8333333333333,91.3628614975934,86.19644723093,96.8551994779416,92.108486331276,84.5601747350525,7.48448878773098,17.6135917130574,40.222349061147,240,240,261,2,2,1,85.7142857142857,85.7142857142857,94.3671807968467,90.3292017541092,89.126141032798,0.6430376176105,1.03493788253442,0.90961007720983,14,14,2020,11
"University of Minnesota Medical Center, Fairview (MNUM)",MNUM,TX1,2021-01-04 18:00:00,LI,4,12,23,97.5609756097561,92.1925489246632,85.9579356663132,96.6098118931847,91.4734190183424,84.1016532259174,5.58103829854429,13.1346567195334,26.476214111979,164,164,164,1,2,1,95.8333333333333,90.5092592592593,95.9760508166529,92.9800174263751,88.5065360511809,0.968432671897475,1.60906871773313,1.3517424145653,24,24,2020,11
Barnes-Jewish Hospital (MOBH),MOBH,TX1,2021-01-04 18:00:00,LI,6,19,33,97.7695167286245,92.1153431118616,85.0821409644939,96.9570630375999,92.3247647709147,85.6730934386073,8.23624973818842,19.3511067039479,30.8372292093101,269,269,222,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11
Cardinal Glennon Children's Hospital (MOCG),MOCG,TX1,2021-01-04 18:00:00,LI,0,0,0,100,100,0,95.0697762832702,87.6889024087853,0,0.050559076798944697,0.131374834995594,0,1,1,0,0,0,2,100,100,95.7796291634499,92.6421079984553,88.5065360511809,0.129446744613343,0.195959598511393,0.353194528434471,3,3,2020,11
St. Louis Children's Hospital (MOCH),MOCH,TX1,2021-01-04 18:00:00,LI,0,0,1,100,100,50,97.7419462998208,94.3439461434694,91.3438930455257,0.0457086190347439,0.0891190688442624,0.108600846099467,2,2,2,0,0,8,100,100,95.9633081688908,92.9582205393965,88.5065360511809,1.23719479936624,2.08058451431961,3.18075965559753,30,30,2020,11
Children's Mercy Hospital (MOCM),MOCM,TX1,2021-01-04 18:00:00,LI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,83.3333333333333,77.7777777777778,94.8802953592889,91.1499626664565,88.5065360511809,0.907468216926757,1.49692093487816,1.01493759856606,18,18,2020,11
St Luke's Hospital of Kansas City (MOLH),MOLH,TX1,2021-01-04 18:00:00,LI,2,3,3,96,93.2571428571429,85.4497354497354,97.3106294816227,93.1813073671859,85.1732011625153,1.35187599552589,3.09283952197466,3.16554895342757,50,50,21,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11
SSM Health Saint Louis University Hospital (MOSL),MOSL,TX1,2021-01-04 18:00:00,LI,1,4,6,98.5294117647059,93.9401622718053,92.047213622291,97.6160501067166,93.9314939403512,86.1610856014419,1.64006486285321,3.76221584275691,10.8351452295104,68,68,76,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11
University of Mississippi Medical Center (MSUM),MSUM,TX1,2021-01-04 18:00:00,LI,2,6,14,97.9381443298969,93.361934643871,81.5789473684211,97.2360603993345,93.0193035173062,84.3749399531898,2.70386449475776,6.25894106813738,11.5875733351082,97,97,76,0,1,0,100,0,89.0009595020163,81.3318589953333,0,0.116523035392534,0.14951119486313,0,1,1,2020,11
Carolinas Medical Center (NCCM),NCCM,TX1,2021-01-04 18:00:00,LI,3,11,14,98.3425414364641,93.2443487219679,91.5151515151515,97.2514380840567,93.033374643705,85.8378910652134,5.02738892051705,11.8546982270199,23.9306738320326,181,181,165,0,0,0,100,100,96.3125143471912,93.5544950268619,88.5065360511809,0.187862821259217,0.31616715276511,1.09779141556143,5,5,2020,11
